FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
332,American Airlines,2781,DFW,SEA,01-09-2024 08:16,01-09-2024 08:35,01-09-2024 11:16,01-09-2024 11:25,9,Maintenance,FALSE,TRUE,Boeing 777,N29223,721
333,United,7385,ORD,SEA,01-09-2024 11:06,01-09-2024 11:10,01-09-2024 17:06,01-09-2024 17:13,7,Weather,FALSE,TRUE,Boeing 737,N24126,1619
334,United,9273,ORD,JFK,01-09-2024 20:38,01-09-2024 21:08,02-09-2024 02:38,02-09-2024 03:05,27,Maintenance,TRUE,TRUE,Airbus A320,N31935,1515
335,United,1560,ORD,BOS,01-09-2024 17:02,01-09-2024 17:05,01-09-2024 19:02,01-09-2024 19:15,13,Maintenance,FALSE,FALSE,Airbus A320,N85132,2421
336,United,6261,JFK,MIA,01-09-2024 15:07,01-09-2024 15:12,01-09-2024 21:07,01-09-2024 21:18,11,Maintenance,TRUE,FALSE,Airbus A320,N60216,2161
337,United,3198,LAX,BOS,01-09-2024 15:04,01-09-2024 15:09,01-09-2024 17:04,01-09-2024 17:12,8,Weather,FALSE,FALSE,Airbus A320,N59144,611
338,Southwest,5969,ATL,JFK,01-09-2024 13:51,01-09-2024 14:03,01-09-2024 19:51,01-09-2024 19:50,-1,,TRUE,TRUE,Boeing 777,N72964,1600
339,Delta,5687,JFK,BOS,01-09-2024 18:42,01-09-2024 18:42,01-09-2024 19:42,01-09-2024 19:59,17,Maintenance,FALSE,TRUE,Airbus A320,N15222,2001
340,Southwest,7431,LAX,MIA,01-09-2024 07:10,01-09-2024 07:31,01-09-2024 09:10,01-09-2024 09:08,-2,,TRUE,FALSE,Airbus A320,N56890,1281
341,Delta,8576,ORD,SFO,01-09-2024 22:57,01-09-2024 23:06,02-09-2024 02:57,02-09-2024 03:17,20,Maintenance,FALSE,TRUE,Boeing 777,N44271,2831
342,United,7626,ATL,SEA,01-09-2024 12:55,01-09-2024 12:57,01-09-2024 15:55,01-09-2024 16:10,15,Weather,TRUE,FALSE,Boeing 777,N68598,1371
343,American Airlines,4082,ORD,SEA,01-09-2024 05:39,01-09-2024 05:58,01-09-2024 06:39,01-09-2024 06:35,-4,,TRUE,TRUE,Boeing 737,N52015,354
344,United,615,LAX,SFO,01-09-2024 15:12,01-09-2024 15:39,01-09-2024 16:12,01-09-2024 16:07,-5,,FALSE,FALSE,Boeing 777,N25219,339
345,Delta,6242,JFK,SEA,01-09-2024 04:07,01-09-2024 04:08,01-09-2024 05:07,01-09-2024 05:03,-4,,TRUE,FALSE,Boeing 777,N15060,1050
346,United,9815,ATL,SEA,01-09-2024 19:18,01-09-2024 19:19,02-09-2024 00:18,02-09-2024 00:36,18,Maintenance,FALSE,TRUE,Boeing 777,N89492,114
347,United,3469,DFW,JFK,01-09-2024 06:58,01-09-2024 07:17,01-09-2024 10:58,01-09-2024 11:13,15,Weather,FALSE,TRUE,Boeing 777,N18112,2835
348,American Airlines,9848,JFK,BOS,01-09-2024 06:59,01-09-2024 07:03,01-09-2024 11:59,01-09-2024 11:50,-9,,FALSE,TRUE,Boeing 737,N20784,1152
349,Southwest,3611,ATL,MIA,01-09-2024 04:59,01-09-2024 05:27,01-09-2024 09:59,01-09-2024 10:24,25,Maintenance,TRUE,FALSE,Airbus A320,N31946,753
350,United,8807,ORD,SEA,01-09-2024 10:27,01-09-2024 10:32,01-09-2024 13:27,01-09-2024 13:51,24,Weather,TRUE,TRUE,Boeing 737,N26237,2606
351,Southwest,1265,JFK,SEA,01-09-2024 20:13,01-09-2024 20:36,02-09-2024 00:13,02-09-2024 00:43,30,Air Traffic Control,FALSE,TRUE,Airbus A320,N81259,174
352,Southwest,531,DFW,JFK,01-09-2024 16:49,01-09-2024 17:17,01-09-2024 21:49,01-09-2024 22:11,22,Maintenance,FALSE,FALSE,Boeing 737,N33133,2854
353,Southwest,9466,ORD,SEA,01-09-2024 21:39,01-09-2024 21:41,02-09-2024 00:39,02-09-2024 00:44,5,Maintenance,FALSE,TRUE,Boeing 777,N64619,821
354,Southwest,2527,JFK,SEA,01-09-2024 04:58,01-09-2024 05:22,01-09-2024 06:58,01-09-2024 07:01,3,Air Traffic Control,FALSE,TRUE,Boeing 777,N35487,180
355,Delta,1594,JFK,MIA,01-09-2024 18:46,01-09-2024 18:58,02-09-2024 00:46,02-09-2024 01:10,24,Maintenance,FALSE,FALSE,Airbus A320,N34239,971
356,Delta,3902,ORD,MIA,01-09-2024 12:50,01-09-2024 13:08,01-09-2024 16:50,01-09-2024 17:00,10,Weather,FALSE,FALSE,Airbus A320,N63827,2600
357,Southwest,3066,ORD,BOS,01-09-2024 17:46,01-09-2024 18:14,01-09-2024 19:46,01-09-2024 20:02,16,Air Traffic Control,TRUE,FALSE,Boeing 737,N91637,801
358,Delta,2822,LAX,SEA,01-09-2024 00:28,01-09-2024 00:44,01-09-2024 04:28,01-09-2024 04:19,-9,,TRUE,TRUE,Airbus A320,N19815,2998
359,Delta,9082,JFK,MIA,01-09-2024 20:43,01-09-2024 21:01,02-09-2024 02:43,02-09-2024 02:58,15,Air Traffic Control,TRUE,FALSE,Boeing 737,N28938,2759
360,American Airlines,9355,DFW,JFK,01-09-2024 22:46,01-09-2024 23:16,02-09-2024 00:46,02-09-2024 00:53,7,Weather,TRUE,TRUE,Boeing 737,N44480,2537
361,Southwest,5129,ATL,JFK,01-09-2024 12:13,01-09-2024 12:28,01-09-2024 15:13,01-09-2024 15:11,-2,,FALSE,TRUE,Boeing 777,N19202,526
362,American Airlines,2993,DFW,SEA,01-09-2024 11:14,01-09-2024 11:14,01-09-2024 14:14,01-09-2024 14:40,26,Maintenance,FALSE,TRUE,Airbus A320,N47713,1435
363,Delta,676,LAX,BOS,01-09-2024 03:34,01-09-2024 03:37,01-09-2024 05:34,01-09-2024 05:44,10,Maintenance,FALSE,FALSE,Boeing 737,N59662,792
364,Delta,1494,DFW,JFK,01-09-2024 14:33,01-09-2024 15:02,01-09-2024 17:33,01-09-2024 17:50,17,Maintenance,TRUE,TRUE,Boeing 737,N98605,1197
365,Delta,2469,ORD,BOS,01-09-2024 05:05,01-09-2024 05:24,01-09-2024 09:05,01-09-2024 09:03,-2,,FALSE,TRUE,Boeing 777,N80483,1750
366,United,6202,ATL,MIA,01-09-2024 00:20,01-09-2024 00:36,01-09-2024 05:20,01-09-2024 05:17,-3,,TRUE,TRUE,Boeing 777,N48136,235
367,Southwest,1252,ORD,SEA,01-09-2024 02:13,01-09-2024 02:42,01-09-2024 08:13,01-09-2024 08:29,16,Maintenance,FALSE,TRUE,Airbus A320,N42290,1083
368,American Airlines,4490,ORD,SEA,01-09-2024 09:46,01-09-2024 09:50,01-09-2024 12:46,01-09-2024 13:14,28,Air Traffic Control,TRUE,FALSE,Airbus A320,N98797,718
369,United,6507,ATL,BOS,01-09-2024 14:05,01-09-2024 14:06,01-09-2024 19:05,01-09-2024 19:08,3,Maintenance,FALSE,FALSE,Airbus A320,N92540,1412
370,Southwest,7760,LAX,BOS,01-09-2024 10:41,01-09-2024 10:41,01-09-2024 13:41,01-09-2024 13:40,-1,,TRUE,FALSE,Boeing 737,N27440,2292
371,Southwest,2288,JFK,SFO,01-09-2024 09:00,01-09-2024 09:25,01-09-2024 10:00,01-09-2024 09:52,-8,,FALSE,TRUE,Boeing 737,N38146,2512
372,Southwest,6183,LAX,BOS,01-09-2024 19:48,01-09-2024 19:59,01-09-2024 20:48,01-09-2024 21:03,15,Maintenance,TRUE,TRUE,Boeing 737,N74921,1391
373,Delta,4930,LAX,BOS,01-09-2024 04:25,01-09-2024 04:35,01-09-2024 08:25,01-09-2024 08:52,27,Maintenance,FALSE,TRUE,Boeing 737,N84644,1622
374,American Airlines,6173,ORD,SEA,01-09-2024 06:59,01-09-2024 07:09,01-09-2024 12:59,01-09-2024 12:59,0,,TRUE,FALSE,Boeing 777,N58758,927
375,Southwest,8296,DFW,SEA,01-09-2024 14:09,01-09-2024 14:16,01-09-2024 19:09,01-09-2024 19:30,21,Air Traffic Control,FALSE,FALSE,Boeing 777,N11353,1217
376,American Airlines,7877,LAX,SFO,01-09-2024 09:24,01-09-2024 09:48,01-09-2024 15:24,01-09-2024 15:35,11,Maintenance,FALSE,TRUE,Airbus A320,N65329,371
377,United,8234,ORD,JFK,01-09-2024 09:30,01-09-2024 09:58,01-09-2024 10:30,01-09-2024 10:50,20,Maintenance,TRUE,TRUE,Boeing 777,N31653,1140
378,Delta,8411,ATL,BOS,01-09-2024 12:09,01-09-2024 12:33,01-09-2024 15:09,01-09-2024 15:15,6,Maintenance,TRUE,TRUE,Boeing 737,N87850,2656
379,Southwest,7041,LAX,SEA,01-09-2024 10:26,01-09-2024 10:40,01-09-2024 15:26,01-09-2024 15:39,13,Air Traffic Control,FALSE,FALSE,Airbus A320,N24520,2845
380,Southwest,5664,ORD,BOS,01-09-2024 00:24,01-09-2024 00:34,01-09-2024 04:24,01-09-2024 04:14,-10,,TRUE,TRUE,Airbus A320,N49565,683
381,Delta,6877,ORD,JFK,01-09-2024 13:49,01-09-2024 14:16,01-09-2024 14:49,01-09-2024 15:18,29,Maintenance,TRUE,TRUE,Boeing 737,N32830,2955
382,United,5540,DFW,JFK,01-09-2024 12:58,01-09-2024 13:02,01-09-2024 13:58,01-09-2024 14:11,13,Maintenance,TRUE,TRUE,Airbus A320,N47368,2936
383,American Airlines,7918,DFW,SEA,01-09-2024 14:28,01-09-2024 14:49,01-09-2024 17:28,01-09-2024 17:26,-2,,TRUE,TRUE,Boeing 777,N82018,1319
384,Southwest,5863,ORD,SFO,01-09-2024 20:46,01-09-2024 21:12,02-09-2024 00:46,02-09-2024 00:56,10,Air Traffic Control,TRUE,TRUE,Airbus A320,N89605,2832
385,American Airlines,206,ORD,SFO,01-09-2024 15:55,01-09-2024 16:02,01-09-2024 21:55,01-09-2024 22:08,13,Maintenance,FALSE,TRUE,Boeing 737,N62954,481
386,United,1757,DFW,SFO,01-09-2024 09:14,01-09-2024 09:14,01-09-2024 14:14,01-09-2024 14:38,24,Maintenance,FALSE,FALSE,Airbus A320,N32448,749
387,United,8558,JFK,SEA,01-09-2024 14:17,01-09-2024 14:40,01-09-2024 18:17,01-09-2024 18:45,28,Maintenance,TRUE,FALSE,Airbus A320,N86701,1512
388,Southwest,2862,DFW,BOS,01-09-2024 15:21,01-09-2024 15:22,01-09-2024 19:21,01-09-2024 19:43,22,Air Traffic Control,TRUE,TRUE,Boeing 737,N72545,2200
389,American Airlines,1796,ORD,JFK,01-09-2024 04:16,01-09-2024 04:23,01-09-2024 07:16,01-09-2024 07:30,14,Air Traffic Control,TRUE,TRUE,Airbus A320,N25821,2369
390,Southwest,4188,ATL,SEA,01-09-2024 11:04,01-09-2024 11:23,01-09-2024 16:04,01-09-2024 16:14,10,Weather,TRUE,FALSE,Boeing 777,N79736,2232
391,United,9849,DFW,MIA,01-09-2024 07:38,01-09-2024 07:55,01-09-2024 13:38,01-09-2024 14:07,29,Air Traffic Control,TRUE,TRUE,Boeing 737,N43767,670
392,United,6205,ORD,SEA,01-09-2024 07:45,01-09-2024 08:02,01-09-2024 09:45,01-09-2024 09:40,-5,,FALSE,FALSE,Boeing 737,N11124,1429
393,Delta,6075,LAX,SFO,01-09-2024 06:07,01-09-2024 06:10,01-09-2024 09:07,01-09-2024 09:22,15,Air Traffic Control,FALSE,FALSE,Airbus A320,N87494,2553
394,Southwest,4307,ORD,JFK,01-09-2024 03:08,01-09-2024 03:10,01-09-2024 04:08,01-09-2024 04:15,7,Maintenance,TRUE,TRUE,Airbus A320,N21797,2020
395,United,5252,JFK,SFO,01-09-2024 14:38,01-09-2024 14:47,01-09-2024 20:38,01-09-2024 20:48,10,Weather,TRUE,FALSE,Airbus A320,N11643,1085
396,United,6394,ATL,SEA,01-09-2024 15:39,01-09-2024 16:05,01-09-2024 17:39,01-09-2024 18:00,21,Maintenance,FALSE,TRUE,Airbus A320,N39843,2094
397,Southwest,8107,JFK,BOS,01-09-2024 04:33,01-09-2024 04:37,01-09-2024 10:33,01-09-2024 10:48,15,Weather,TRUE,FALSE,Boeing 777,N40015,2357
398,American Airlines,7080,LAX,MIA,01-09-2024 01:30,01-09-2024 01:36,01-09-2024 06:30,01-09-2024 06:26,-4,,FALSE,FALSE,Boeing 777,N12905,2826
399,Delta,3399,LAX,BOS,01-09-2024 18:26,01-09-2024 18:41,01-09-2024 20:26,01-09-2024 20:33,7,Maintenance,TRUE,FALSE,Boeing 737,N78194,2158
400,American Airlines,3074,JFK,MIA,01-09-2024 21:08,01-09-2024 21:26,01-09-2024 23:08,01-09-2024 23:35,27,Maintenance,TRUE,TRUE,Airbus A320,N78720,820
401,American Airlines,15,JFK,MIA,01-09-2024 18:05,01-09-2024 18:17,01-09-2024 20:05,01-09-2024 20:19,14,Weather,TRUE,TRUE,Airbus A320,N84507,2457
402,Southwest,1849,ATL,BOS,01-09-2024 16:26,01-09-2024 16:31,01-09-2024 17:26,01-09-2024 17:44,18,Weather,TRUE,TRUE,Boeing 777,N48947,1980
403,American Airlines,4381,DFW,MIA,01-09-2024 15:42,01-09-2024 16:08,01-09-2024 18:42,01-09-2024 19:11,29,Maintenance,TRUE,TRUE,Boeing 777,N60532,1023
404,American Airlines,1553,JFK,BOS,01-09-2024 06:18,01-09-2024 06:24,01-09-2024 08:18,01-09-2024 08:08,-10,,FALSE,TRUE,Boeing 737,N65054,1490
405,Southwest,7696,ATL,SEA,01-09-2024 01:55,01-09-2024 01:55,01-09-2024 04:55,01-09-2024 04:50,-5,,TRUE,TRUE,Airbus A320,N18379,1262
406,Delta,4056,ATL,SEA,01-09-2024 17:32,01-09-2024 17:48,01-09-2024 18:32,01-09-2024 18:43,11,Weather,FALSE,TRUE,Airbus A320,N54504,2000
407,Southwest,5266,JFK,JFK,01-09-2024 15:38,01-09-2024 15:46,01-09-2024 16:38,01-09-2024 16:34,-4,,FALSE,TRUE,Boeing 737,N43013,888
408,Delta,8220,DFW,JFK,01-09-2024 06:43,01-09-2024 07:03,01-09-2024 12:43,01-09-2024 13:08,25,Air Traffic Control,TRUE,TRUE,Airbus A320,N45262,1307
409,American Airlines,3805,ATL,MIA,01-09-2024 03:08,01-09-2024 03:17,01-09-2024 07:08,01-09-2024 07:02,-6,,TRUE,TRUE,Boeing 777,N37996,953
410,American Airlines,7371,ATL,SFO,01-09-2024 11:53,01-09-2024 12:04,01-09-2024 13:53,01-09-2024 14:20,27,Weather,FALSE,TRUE,Boeing 777,N60527,1258
411,Southwest,8438,ATL,SEA,01-09-2024 03:16,01-09-2024 03:25,01-09-2024 05:16,01-09-2024 05:24,8,Maintenance,FALSE,FALSE,Boeing 737,N52195,561
412,American Airlines,9994,JFK,SEA,01-09-2024 10:49,01-09-2024 10:54,01-09-2024 14:49,01-09-2024 14:45,-4,,TRUE,TRUE,Boeing 737,N18962,454
413,American Airlines,1126,JFK,SFO,01-09-2024 09:18,01-09-2024 09:24,01-09-2024 11:18,01-09-2024 11:24,6,Maintenance,FALSE,TRUE,Airbus A320,N69097,2240
414,Delta,2111,ORD,SFO,01-09-2024 16:14,01-09-2024 16:42,01-09-2024 18:14,01-09-2024 18:16,2,Weather,TRUE,TRUE,Boeing 737,N96508,2228
415,Southwest,6063,ATL,MIA,01-09-2024 21:50,01-09-2024 21:56,02-09-2024 01:50,02-09-2024 02:17,27,Maintenance,TRUE,FALSE,Boeing 777,N10647,1973
416,Southwest,1658,JFK,JFK,01-09-2024 05:38,01-09-2024 06:08,01-09-2024 06:38,01-09-2024 06:31,-7,,FALSE,TRUE,Boeing 737,N42803,2975
417,United,3529,ORD,SEA,01-09-2024 07:30,01-09-2024 07:38,01-09-2024 13:30,01-09-2024 13:20,-10,,FALSE,TRUE,Boeing 777,N62860,1749
418,American Airlines,4993,LAX,SEA,01-09-2024 00:11,01-09-2024 00:26,01-09-2024 06:11,01-09-2024 06:07,-4,,FALSE,TRUE,Boeing 777,N99355,1147
419,Southwest,2032,ORD,SFO,01-09-2024 22:45,01-09-2024 23:11,02-09-2024 04:45,02-09-2024 04:40,-5,,TRUE,FALSE,Airbus A320,N33634,853
420,American Airlines,7649,ATL,JFK,01-09-2024 08:18,01-09-2024 08:24,01-09-2024 09:18,01-09-2024 09:34,16,Air Traffic Control,TRUE,FALSE,Boeing 777,N44454,2000
421,United,7683,LAX,SFO,01-09-2024 21:13,01-09-2024 21:13,02-09-2024 03:13,02-09-2024 03:23,10,Weather,FALSE,TRUE,Boeing 737,N39464,2008
422,Southwest,1584,LAX,MIA,01-09-2024 22:33,01-09-2024 23:02,02-09-2024 01:33,02-09-2024 01:53,20,Air Traffic Control,TRUE,TRUE,Boeing 737,N84685,2857
423,American Airlines,876,JFK,SEA,01-09-2024 02:14,01-09-2024 02:25,01-09-2024 03:14,01-09-2024 03:25,11,Maintenance,TRUE,TRUE,Boeing 737,N38011,1343
424,Southwest,1243,JFK,JFK,01-09-2024 15:55,01-09-2024 15:58,01-09-2024 17:55,01-09-2024 17:54,-1,,FALSE,TRUE,Airbus A320,N49373,1629
425,American Airlines,2108,JFK,SEA,01-09-2024 14:35,01-09-2024 14:52,01-09-2024 17:35,01-09-2024 18:02,27,Weather,TRUE,FALSE,Airbus A320,N33724,1940
426,United,8056,JFK,BOS,01-09-2024 05:14,01-09-2024 05:32,01-09-2024 06:14,01-09-2024 06:34,20,Air Traffic Control,FALSE,FALSE,Boeing 777,N17848,2037
427,American Airlines,8799,ATL,MIA,01-09-2024 19:36,01-09-2024 19:59,01-09-2024 23:36,02-09-2024 00:06,30,Maintenance,TRUE,FALSE,Boeing 737,N64905,2352
428,Southwest,9701,LAX,MIA,01-09-2024 02:11,01-09-2024 02:20,01-09-2024 05:11,01-09-2024 05:16,5,Weather,TRUE,FALSE,Airbus A320,N99411,1881
429,Southwest,4163,DFW,SFO,01-09-2024 11:59,01-09-2024 12:15,01-09-2024 12:59,01-09-2024 12:56,-3,,TRUE,FALSE,Boeing 737,N95078,725
430,Southwest,4067,LAX,BOS,01-09-2024 12:04,01-09-2024 12:31,01-09-2024 13:04,01-09-2024 12:54,-10,,TRUE,FALSE,Airbus A320,N63260,1380
431,Southwest,4454,DFW,SFO,01-09-2024 17:21,01-09-2024 17:25,01-09-2024 22:21,01-09-2024 22:40,19,Air Traffic Control,TRUE,FALSE,Airbus A320,N86033,1660
432,United,9053,JFK,SFO,01-09-2024 00:12,01-09-2024 00:24,01-09-2024 06:12,01-09-2024 06:38,26,Air Traffic Control,FALSE,TRUE,Airbus A320,N78510,2797
433,American Airlines,717,DFW,MIA,01-09-2024 11:54,01-09-2024 12:14,01-09-2024 12:54,01-09-2024 12:58,4,Weather,FALSE,TRUE,Airbus A320,N81225,1859
434,Delta,2423,LAX,SFO,01-09-2024 17:38,01-09-2024 18:02,01-09-2024 18:38,01-09-2024 19:08,30,Weather,TRUE,FALSE,Boeing 777,N24888,1457
435,Southwest,16,DFW,JFK,01-09-2024 09:28,01-09-2024 09:38,01-09-2024 14:28,01-09-2024 14:40,12,Weather,FALSE,TRUE,Boeing 737,N28409,830
436,Delta,6968,ORD,SFO,01-09-2024 01:34,01-09-2024 01:53,01-09-2024 02:34,01-09-2024 02:56,22,Air Traffic Control,FALSE,TRUE,Boeing 737,N47934,2177
437,United,746,ATL,BOS,01-09-2024 06:21,01-09-2024 06:46,01-09-2024 12:21,01-09-2024 12:48,27,Maintenance,TRUE,TRUE,Boeing 777,N39959,1945
438,American Airlines,5679,DFW,SEA,01-09-2024 04:50,01-09-2024 05:18,01-09-2024 08:50,01-09-2024 09:00,10,Maintenance,FALSE,TRUE,Airbus A320,N89926,2593
439,Southwest,6064,LAX,MIA,01-09-2024 21:19,01-09-2024 21:19,02-09-2024 02:19,02-09-2024 02:12,-7,,TRUE,FALSE,Airbus A320,N59125,578
440,United,4794,ORD,JFK,01-09-2024 03:49,01-09-2024 03:59,01-09-2024 07:49,01-09-2024 08:05,16,Weather,TRUE,FALSE,Boeing 737,N51816,2519
441,Southwest,4860,JFK,SEA,01-09-2024 03:10,01-09-2024 03:39,01-09-2024 04:10,01-09-2024 04:36,26,Maintenance,TRUE,TRUE,Airbus A320,N18160,1255
442,Delta,8805,JFK,BOS,01-09-2024 16:33,01-09-2024 16:37,01-09-2024 20:33,01-09-2024 20:45,12,Air Traffic Control,TRUE,FALSE,Boeing 737,N71626,1030
443,Delta,7498,DFW,SFO,01-09-2024 02:26,01-09-2024 02:34,01-09-2024 04:26,01-09-2024 04:51,25,Weather,FALSE,TRUE,Airbus A320,N99616,394
444,Delta,1530,DFW,SEA,01-09-2024 20:33,01-09-2024 21:01,01-09-2024 23:33,01-09-2024 23:55,22,Maintenance,FALSE,FALSE,Boeing 777,N83524,1576
445,American Airlines,4187,JFK,JFK,01-09-2024 18:31,01-09-2024 18:59,01-09-2024 19:31,01-09-2024 19:56,25,Maintenance,TRUE,TRUE,Boeing 777,N25891,2410
446,Delta,2383,ATL,SFO,01-09-2024 21:34,01-09-2024 21:41,02-09-2024 02:34,02-09-2024 02:40,6,Maintenance,FALSE,FALSE,Airbus A320,N11506,1181
447,Southwest,9952,ORD,MIA,01-09-2024 17:10,01-09-2024 17:27,01-09-2024 18:10,01-09-2024 18:00,-10,,FALSE,FALSE,Airbus A320,N99123,212
448,Delta,1176,JFK,MIA,01-09-2024 01:39,01-09-2024 02:03,01-09-2024 07:39,01-09-2024 07:29,-10,,FALSE,FALSE,Boeing 777,N90266,1962
449,United,1517,DFW,BOS,01-09-2024 13:08,01-09-2024 13:13,01-09-2024 17:08,01-09-2024 17:27,19,Weather,TRUE,TRUE,Boeing 777,N74337,721
450,United,4604,LAX,BOS,01-09-2024 08:22,01-09-2024 08:25,01-09-2024 13:22,01-09-2024 13:22,0,,FALSE,TRUE,Airbus A320,N21584,1552
451,Delta,1822,ORD,SEA,01-09-2024 20:15,01-09-2024 20:26,02-09-2024 00:15,02-09-2024 00:35,20,Maintenance,TRUE,TRUE,Boeing 777,N67605,2483
452,Delta,4236,JFK,SEA,01-09-2024 20:09,01-09-2024 20:12,02-09-2024 00:09,02-09-2024 00:27,18,Air Traffic Control,FALSE,FALSE,Airbus A320,N91122,1015
453,Southwest,1188,ORD,MIA,01-09-2024 10:48,01-09-2024 10:57,01-09-2024 16:48,01-09-2024 16:45,-3,,FALSE,TRUE,Boeing 737,N95710,494
454,Southwest,369,LAX,BOS,01-09-2024 14:49,01-09-2024 14:54,01-09-2024 17:49,01-09-2024 18:00,11,Weather,TRUE,FALSE,Boeing 777,N13713,222
455,American Airlines,6774,ORD,MIA,01-09-2024 05:33,01-09-2024 05:38,01-09-2024 10:33,01-09-2024 10:43,10,Weather,TRUE,TRUE,Boeing 777,N66436,2812
456,United,46,ATL,SEA,01-09-2024 15:42,01-09-2024 16:00,01-09-2024 17:42,01-09-2024 17:45,3,Air Traffic Control,TRUE,TRUE,Boeing 737,N31190,2383
457,United,2783,ATL,SFO,01-09-2024 15:19,01-09-2024 15:33,01-09-2024 19:19,01-09-2024 19:39,20,Weather,FALSE,FALSE,Boeing 737,N21345,311
458,Delta,2522,DFW,SEA,01-09-2024 18:16,01-09-2024 18:29,01-09-2024 21:16,01-09-2024 21:36,20,Maintenance,TRUE,TRUE,Airbus A320,N79963,271
459,American Airlines,9531,LAX,JFK,01-09-2024 03:58,01-09-2024 04:20,01-09-2024 05:58,01-09-2024 05:50,-8,,FALSE,FALSE,Boeing 737,N46090,515
460,Southwest,1805,LAX,MIA,01-09-2024 14:31,01-09-2024 15:00,01-09-2024 18:31,01-09-2024 18:37,6,Maintenance,FALSE,TRUE,Airbus A320,N85362,2181
461,Southwest,1148,LAX,JFK,01-09-2024 07:51,01-09-2024 07:55,01-09-2024 09:51,01-09-2024 10:14,23,Weather,TRUE,FALSE,Boeing 737,N55664,326
462,American Airlines,462,DFW,MIA,01-09-2024 12:29,01-09-2024 12:51,01-09-2024 16:29,01-09-2024 16:41,12,Air Traffic Control,FALSE,TRUE,Boeing 777,N68305,1942
463,Delta,5455,ATL,MIA,01-09-2024 03:09,01-09-2024 03:16,01-09-2024 09:09,01-09-2024 09:32,23,Air Traffic Control,FALSE,FALSE,Boeing 777,N50914,220
464,United,4628,LAX,SFO,01-09-2024 14:23,01-09-2024 14:41,01-09-2024 18:23,01-09-2024 18:31,8,Weather,FALSE,FALSE,Boeing 737,N52644,2700
465,United,6754,LAX,JFK,01-09-2024 10:29,01-09-2024 10:38,01-09-2024 13:29,01-09-2024 13:52,23,Maintenance,FALSE,TRUE,Airbus A320,N83149,834
466,Southwest,2576,DFW,SFO,01-09-2024 08:36,01-09-2024 08:36,01-09-2024 13:36,01-09-2024 13:55,19,Weather,FALSE,TRUE,Airbus A320,N56976,1398
467,Southwest,7767,DFW,SFO,01-09-2024 04:34,01-09-2024 05:02,01-09-2024 10:34,01-09-2024 10:26,-8,,TRUE,TRUE,Boeing 737,N68291,262
468,United,3643,ORD,SFO,01-09-2024 08:01,01-09-2024 08:10,01-09-2024 10:01,01-09-2024 10:20,19,Air Traffic Control,FALSE,TRUE,Boeing 777,N13221,228
469,Southwest,641,ATL,JFK,01-09-2024 17:37,01-09-2024 18:04,01-09-2024 23:37,01-09-2024 23:55,18,Maintenance,TRUE,TRUE,Boeing 737,N63402,722
470,American Airlines,6318,DFW,JFK,01-09-2024 02:47,01-09-2024 03:09,01-09-2024 04:47,01-09-2024 05:13,26,Maintenance,FALSE,FALSE,Airbus A320,N91411,1949
471,United,1437,JFK,BOS,01-09-2024 22:34,01-09-2024 23:02,02-09-2024 00:34,02-09-2024 00:51,17,Weather,TRUE,FALSE,Boeing 737,N81074,1453
472,Southwest,3022,JFK,JFK,01-09-2024 00:46,01-09-2024 00:51,01-09-2024 05:46,01-09-2024 05:59,13,Weather,TRUE,FALSE,Boeing 777,N82359,1386
473,Delta,4351,DFW,MIA,01-09-2024 20:37,01-09-2024 20:47,02-09-2024 00:37,02-09-2024 00:59,22,Air Traffic Control,FALSE,TRUE,Airbus A320,N34423,896
474,Delta,1312,ATL,BOS,01-09-2024 23:04,01-09-2024 23:33,02-09-2024 03:04,02-09-2024 03:17,13,Weather,TRUE,TRUE,Boeing 777,N20470,2311
475,Southwest,9749,ORD,SEA,01-09-2024 16:00,01-09-2024 16:26,01-09-2024 19:00,01-09-2024 19:13,13,Air Traffic Control,FALSE,TRUE,Boeing 777,N83462,2146
476,United,9104,JFK,SFO,01-09-2024 18:58,01-09-2024 19:28,01-09-2024 23:58,02-09-2024 00:18,20,Air Traffic Control,TRUE,FALSE,Airbus A320,N56255,2099
477,Southwest,6534,JFK,SFO,01-09-2024 14:51,01-09-2024 15:15,01-09-2024 18:51,01-09-2024 18:59,8,Weather,TRUE,TRUE,Boeing 737,N15961,2869
478,Delta,8551,ORD,JFK,01-09-2024 09:32,01-09-2024 09:41,01-09-2024 10:32,01-09-2024 10:53,21,Weather,TRUE,FALSE,Boeing 737,N74329,1860
479,United,1603,ORD,MIA,01-09-2024 23:58,02-09-2024 00:13,02-09-2024 00:58,02-09-2024 00:52,-6,,TRUE,TRUE,Airbus A320,N91218,1501
480,Southwest,7739,JFK,SFO,01-09-2024 12:29,01-09-2024 12:31,01-09-2024 18:29,01-09-2024 18:43,14,Air Traffic Control,TRUE,FALSE,Airbus A320,N48159,2706
481,Delta,2105,ORD,BOS,01-09-2024 22:02,01-09-2024 22:10,02-09-2024 00:02,02-09-2024 00:29,27,Maintenance,FALSE,FALSE,Boeing 737,N98649,1818
482,American Airlines,6966,DFW,SEA,01-09-2024 12:13,01-09-2024 12:21,01-09-2024 16:13,01-09-2024 16:24,11,Weather,FALSE,FALSE,Airbus A320,N77699,1475
